PRODUCTID,PRODUCTNDC,NDCPACKAGECODE,PACKAGEDESCRIPTION
52334-004_41d56e8c-e6f3-22a1-e054-00144ff8d46c,52334-004,52334-004-00,50 kg in 1 DRUM (52334-004-00)
52334-004_41d56e8c-e6f3-22a1-e054-00144ff8d46c,52334-004,52334-004-01,25 kg in 1 CARTON (52334-004-01)
52372-0699_59f0a84d-9e3c-4fd9-84f9-172bc981e521,52372-0699,52372-0699-1,5 g in 1 CONTAINER (52372-0699-1)
52372-0699_59f0a84d-9e3c-4fd9-84f9-172bc981e521,52372-0699,52372-0699-2,25 g in 1 CONTAINER (52372-0699-2)
52372-0699_59f0a84d-9e3c-4fd9-84f9-172bc981e521,52372-0699,52372-0699-3,100 g in 1 CONTAINER (52372-0699-3)
52372-0699_59f0a84d-9e3c-4fd9-84f9-172bc981e521,52372-0699,52372-0699-4,1000 g in 1 CONTAINER (52372-0699-4)
52372-0705_b743dc21-701b-4c63-8c31-21ce5f58e0f3,52372-0705,52372-0705-1,25 g in 1 CONTAINER (52372-0705-1)
52372-0705_b743dc21-701b-4c63-8c31-21ce5f58e0f3,52372-0705,52372-0705-2,100 g in 1 CONTAINER (52372-0705-2)
52372-0705_b743dc21-701b-4c63-8c31-21ce5f58e0f3,52372-0705,52372-0705-3,500 g in 1 CONTAINER (52372-0705-3)
52372-0705_b743dc21-701b-4c63-8c31-21ce5f58e0f3,52372-0705,52372-0705-4,1000 g in 1 CONTAINER (52372-0705-4)
52372-0714_dc309f71-109d-40bc-8146-bf0cf050912e,52372-0714,52372-0714-1,10 g in 1 CONTAINER (52372-0714-1)
52372-0714_dc309f71-109d-40bc-8146-bf0cf050912e,52372-0714,52372-0714-2,25 g in 1 CONTAINER (52372-0714-2)
52372-0714_dc309f71-109d-40bc-8146-bf0cf050912e,52372-0714,52372-0714-3,100 g in 1 CONTAINER (52372-0714-3)
52372-0715_1d404f47-147a-4fd0-b18a-2bdeb2cd24bd,52372-0715,52372-0715-1,25 g in 1 CONTAINER (52372-0715-1)
52372-0715_1d404f47-147a-4fd0-b18a-2bdeb2cd24bd,52372-0715,52372-0715-2,100 g in 1 CONTAINER (52372-0715-2)
52372-0715_1d404f47-147a-4fd0-b18a-2bdeb2cd24bd,52372-0715,52372-0715-3,500 g in 1 CONTAINER (52372-0715-3)
52372-0716_dc4258c9-9e2a-4325-953f-22a87a2092e7,52372-0716,52372-0716-1,1 g in 1 CONTAINER (52372-0716-1)
52372-0716_dc4258c9-9e2a-4325-953f-22a87a2092e7,52372-0716,52372-0716-2,5 g in 1 CONTAINER (52372-0716-2)
52372-0716_dc4258c9-9e2a-4325-953f-22a87a2092e7,52372-0716,52372-0716-3,25 g in 1 CONTAINER (52372-0716-3)
52372-0716_dc4258c9-9e2a-4325-953f-22a87a2092e7,52372-0716,52372-0716-4,100 g in 1 CONTAINER (52372-0716-4)
52372-0717_5c7f3192-7e56-433d-a5b2-ae4ece695835,52372-0717,52372-0717-1,10 g in 1 CONTAINER (52372-0717-1)
52372-0717_5c7f3192-7e56-433d-a5b2-ae4ece695835,52372-0717,52372-0717-2,25 g in 1 CONTAINER (52372-0717-2)
52372-0717_5c7f3192-7e56-433d-a5b2-ae4ece695835,52372-0717,52372-0717-3,100 g in 1 CONTAINER (52372-0717-3)
52372-0717_5c7f3192-7e56-433d-a5b2-ae4ece695835,52372-0717,52372-0717-4,500 g in 1 CONTAINER (52372-0717-4)
52372-0719_0a077be4-ee06-4935-ad99-bb86eefa8f46,52372-0719,52372-0719-1,.5 g in 1 CONTAINER (52372-0719-1)
52372-0719_0a077be4-ee06-4935-ad99-bb86eefa8f46,52372-0719,52372-0719-2,1 g in 1 CONTAINER (52372-0719-2)
52372-0719_0a077be4-ee06-4935-ad99-bb86eefa8f46,52372-0719,52372-0719-3,5 g in 1 CONTAINER (52372-0719-3)
52372-0719_0a077be4-ee06-4935-ad99-bb86eefa8f46,52372-0719,52372-0719-4,100 g in 1 CONTAINER (52372-0719-4)
52372-0721_5f501b16-45a3-4689-84a3-5a32b3e29246,52372-0721,52372-0721-1,25 g in 1 CONTAINER (52372-0721-1)
52372-0721_5f501b16-45a3-4689-84a3-5a32b3e29246,52372-0721,52372-0721-2,100 g in 1 CONTAINER (52372-0721-2)
52372-0721_5f501b16-45a3-4689-84a3-5a32b3e29246,52372-0721,52372-0721-3,500 g in 1 CONTAINER (52372-0721-3)
52372-0721_5f501b16-45a3-4689-84a3-5a32b3e29246,52372-0721,52372-0721-4,1000 g in 1 CONTAINER (52372-0721-4)
52372-0722_d12e320e-44cd-4f0d-9c03-4b9d555125e3,52372-0722,52372-0722-1,1 g in 1 CONTAINER (52372-0722-1)
52372-0722_d12e320e-44cd-4f0d-9c03-4b9d555125e3,52372-0722,52372-0722-2,5 g in 1 CONTAINER (52372-0722-2)
52372-0722_d12e320e-44cd-4f0d-9c03-4b9d555125e3,52372-0722,52372-0722-3,25 g in 1 CONTAINER (52372-0722-3)
52372-0722_d12e320e-44cd-4f0d-9c03-4b9d555125e3,52372-0722,52372-0722-4,100 g in 1 CONTAINER (52372-0722-4)
52372-0723_20e4d82b-7433-4f03-8f1c-fe3b372cad90,52372-0723,52372-0723-1,1 g in 1 CONTAINER (52372-0723-1)
52372-0723_20e4d82b-7433-4f03-8f1c-fe3b372cad90,52372-0723,52372-0723-2,5 g in 1 CONTAINER (52372-0723-2)
52372-0724_4efe06b8-8921-479c-961a-0489be93bc2d,52372-0724,52372-0724-1,100 g in 1 CONTAINER (52372-0724-1)
52372-0724_4efe06b8-8921-479c-961a-0489be93bc2d,52372-0724,52372-0724-2,500 g in 1 CONTAINER (52372-0724-2)
52372-0725_06ad0160-7184-4dc7-928a-9e0e9551f0b8,52372-0725,52372-0725-1,25 g in 1 CONTAINER (52372-0725-1)
52372-0725_06ad0160-7184-4dc7-928a-9e0e9551f0b8,52372-0725,52372-0725-2,100 g in 1 CONTAINER (52372-0725-2)
52372-0725_06ad0160-7184-4dc7-928a-9e0e9551f0b8,52372-0725,52372-0725-3,500 g in 1 CONTAINER (52372-0725-3)
52372-0726_3b817123-5456-44b3-a70c-0086950d3019,52372-0726,52372-0726-1,5 g in 1 CONTAINER (52372-0726-1)
52372-0726_3b817123-5456-44b3-a70c-0086950d3019,52372-0726,52372-0726-2,25 g in 1 CONTAINER (52372-0726-2)
52372-0726_3b817123-5456-44b3-a70c-0086950d3019,52372-0726,52372-0726-3,100 g in 1 CONTAINER (52372-0726-3)
52372-0726_3b817123-5456-44b3-a70c-0086950d3019,52372-0726,52372-0726-4,500 g in 1 CONTAINER (52372-0726-4)
52372-0727_8b4f4302-e749-4945-bef5-ad3141f518c8,52372-0727,52372-0727-1,10 g in 1 CONTAINER (52372-0727-1)
52372-0727_8b4f4302-e749-4945-bef5-ad3141f518c8,52372-0727,52372-0727-2,25 g in 1 CONTAINER (52372-0727-2)
52372-0727_8b4f4302-e749-4945-bef5-ad3141f518c8,52372-0727,52372-0727-3,100 g in 1 CONTAINER (52372-0727-3)
52372-0727_8b4f4302-e749-4945-bef5-ad3141f518c8,52372-0727,52372-0727-4,1000 g in 1 CONTAINER (52372-0727-4)
52372-0728_6ad811c2-34d1-45a3-9da3-e1328812e30d,52372-0728,52372-0728-1,1 g in 1 CONTAINER (52372-0728-1)
52372-0728_6ad811c2-34d1-45a3-9da3-e1328812e30d,52372-0728,52372-0728-2,5 g in 1 CONTAINER (52372-0728-2)
52372-0728_6ad811c2-34d1-45a3-9da3-e1328812e30d,52372-0728,52372-0728-3,25 g in 1 CONTAINER (52372-0728-3)
52372-0728_6ad811c2-34d1-45a3-9da3-e1328812e30d,52372-0728,52372-0728-4,100 g in 1 CONTAINER (52372-0728-4)
52372-0729_fc30bc20-8ef4-425d-bac6-9dbd87cb2ff2,52372-0729,52372-0729-1,1 g in 1 CONTAINER (52372-0729-1)
52372-0729_fc30bc20-8ef4-425d-bac6-9dbd87cb2ff2,52372-0729,52372-0729-2,5 g in 1 CONTAINER (52372-0729-2)
52372-0729_fc30bc20-8ef4-425d-bac6-9dbd87cb2ff2,52372-0729,52372-0729-3,10 g in 1 CONTAINER (52372-0729-3)
52372-0729_fc30bc20-8ef4-425d-bac6-9dbd87cb2ff2,52372-0729,52372-0729-4,25 g in 1 CONTAINER (52372-0729-4)
52372-0730_c268809b-14c2-492f-9a1d-698230a55731,52372-0730,52372-0730-1,5 g in 1 CONTAINER (52372-0730-1)
52372-0730_c268809b-14c2-492f-9a1d-698230a55731,52372-0730,52372-0730-2,25 g in 1 CONTAINER (52372-0730-2)
52372-0744_83ca75b8-c226-489d-ad0b-f7354aa8bc63,52372-0744,52372-0744-1,5 g in 1 CONTAINER (52372-0744-1)
52372-0744_83ca75b8-c226-489d-ad0b-f7354aa8bc63,52372-0744,52372-0744-2,25 g in 1 CONTAINER (52372-0744-2)
52372-0744_83ca75b8-c226-489d-ad0b-f7354aa8bc63,52372-0744,52372-0744-3,100 g in 1 CONTAINER (52372-0744-3)
52372-0749_12a0cb4a-66de-4a48-902d-97ee2e20f5ca,52372-0749,52372-0749-1,25 g in 1 CONTAINER (52372-0749-1)
52372-0749_12a0cb4a-66de-4a48-902d-97ee2e20f5ca,52372-0749,52372-0749-2,100 g in 1 CONTAINER (52372-0749-2)
52372-0749_12a0cb4a-66de-4a48-902d-97ee2e20f5ca,52372-0749,52372-0749-3,500 g in 1 CONTAINER (52372-0749-3)
52372-0751_ba1c13a0-d31d-445c-a69a-d653973e0345,52372-0751,52372-0751-1,1 g in 1 CONTAINER (52372-0751-1)
52372-0751_ba1c13a0-d31d-445c-a69a-d653973e0345,52372-0751,52372-0751-2,5 g in 1 CONTAINER (52372-0751-2)
52372-0751_ba1c13a0-d31d-445c-a69a-d653973e0345,52372-0751,52372-0751-3,25 g in 1 CONTAINER (52372-0751-3)
52372-0752_db221f8b-991d-47ec-aea1-97da60226f58,52372-0752,52372-0752-1,500 g in 1 CONTAINER (52372-0752-1)
52372-0754_b567910f-24f9-49e3-aa72-b927f55ac696,52372-0754,52372-0754-1,25 g in 1 CONTAINER (52372-0754-1)
52372-0754_b567910f-24f9-49e3-aa72-b927f55ac696,52372-0754,52372-0754-2,100 g in 1 CONTAINER (52372-0754-2)
52372-0755_b5964e46-76ef-462e-afcd-6e7993e4ab3c,52372-0755,52372-0755-1,10 g in 1 CONTAINER (52372-0755-1)
52372-0755_b5964e46-76ef-462e-afcd-6e7993e4ab3c,52372-0755,52372-0755-2,25 g in 1 CONTAINER (52372-0755-2)
52372-0755_b5964e46-76ef-462e-afcd-6e7993e4ab3c,52372-0755,52372-0755-3,100 g in 1 CONTAINER (52372-0755-3)
52372-0755_b5964e46-76ef-462e-afcd-6e7993e4ab3c,52372-0755,52372-0755-4,500 g in 1 CONTAINER (52372-0755-4)
52372-0756_9d301884-97e8-420e-a804-c45a97074f74,52372-0756,52372-0756-1,1 g in 1 CONTAINER (52372-0756-1)
52372-0756_9d301884-97e8-420e-a804-c45a97074f74,52372-0756,52372-0756-2,5 g in 1 CONTAINER (52372-0756-2)
52372-0759_3a38e97a-023d-4bb6-b128-9f2ee8d8d183,52372-0759,52372-0759-1,5 g in 1 CONTAINER (52372-0759-1)
52372-0759_3a38e97a-023d-4bb6-b128-9f2ee8d8d183,52372-0759,52372-0759-2,25 g in 1 CONTAINER (52372-0759-2)
52372-0761_e9406535-6c80-4a14-b5d2-ac4372587b3e,52372-0761,52372-0761-1,25 g in 1 CONTAINER (52372-0761-1)
52372-0761_e9406535-6c80-4a14-b5d2-ac4372587b3e,52372-0761,52372-0761-2,100 g in 1 CONTAINER (52372-0761-2)
52372-0761_e9406535-6c80-4a14-b5d2-ac4372587b3e,52372-0761,52372-0761-3,500 g in 1 CONTAINER (52372-0761-3)
52372-0763_51a26ab1-b560-4244-aa55-149770b36219,52372-0763,52372-0763-1,10 g in 1 CONTAINER (52372-0763-1)
52372-0763_51a26ab1-b560-4244-aa55-149770b36219,52372-0763,52372-0763-2,25 g in 1 CONTAINER (52372-0763-2)
52372-0763_51a26ab1-b560-4244-aa55-149770b36219,52372-0763,52372-0763-3,100 g in 1 CONTAINER (52372-0763-3)
52372-0763_51a26ab1-b560-4244-aa55-149770b36219,52372-0763,52372-0763-4,500 g in 1 CONTAINER (52372-0763-4)
52372-0764_99b0f157-06ce-4c0a-bdb1-f381ad6b68d5,52372-0764,52372-0764-1,5 g in 1 CONTAINER (52372-0764-1)
52372-0764_99b0f157-06ce-4c0a-bdb1-f381ad6b68d5,52372-0764,52372-0764-2,25 g in 1 CONTAINER (52372-0764-2)
52372-0764_99b0f157-06ce-4c0a-bdb1-f381ad6b68d5,52372-0764,52372-0764-3,100 g in 1 CONTAINER (52372-0764-3)
52372-0766_5cdabecd-caef-4f6e-8d22-1f9d3718f838,52372-0766,52372-0766-1,25 g in 1 CONTAINER (52372-0766-1)
52372-0766_5cdabecd-caef-4f6e-8d22-1f9d3718f838,52372-0766,52372-0766-2,100 g in 1 CONTAINER (52372-0766-2)
52372-0766_5cdabecd-caef-4f6e-8d22-1f9d3718f838,52372-0766,52372-0766-3,1000 g in 1 CONTAINER (52372-0766-3)
52372-0767_eb45c491-8c67-49ca-9065-bc6f5a8db69f,52372-0767,52372-0767-1,1 g in 1 CONTAINER (52372-0767-1)
52372-0767_eb45c491-8c67-49ca-9065-bc6f5a8db69f,52372-0767,52372-0767-2,5 g in 1 CONTAINER (52372-0767-2)
52372-0767_eb45c491-8c67-49ca-9065-bc6f5a8db69f,52372-0767,52372-0767-3,10 g in 1 CONTAINER (52372-0767-3)
52372-0767_eb45c491-8c67-49ca-9065-bc6f5a8db69f,52372-0767,52372-0767-4,50 g in 1 CONTAINER (52372-0767-4)
52372-0769_26f7c453-9fe6-48a2-8612-1c08c05f7b0d,52372-0769,52372-0769-1,5 g in 1 CONTAINER (52372-0769-1)
52372-0769_26f7c453-9fe6-48a2-8612-1c08c05f7b0d,52372-0769,52372-0769-2,25 g in 1 CONTAINER (52372-0769-2)
52372-0769_26f7c453-9fe6-48a2-8612-1c08c05f7b0d,52372-0769,52372-0769-3,100 g in 1 CONTAINER (52372-0769-3)
52372-0770_770fab92-2402-4c42-8e72-32cfbe35c23b,52372-0770,52372-0770-1,25 g in 1 CONTAINER (52372-0770-1)
52372-0770_770fab92-2402-4c42-8e72-32cfbe35c23b,52372-0770,52372-0770-2,100 g in 1 CONTAINER (52372-0770-2)
52372-0770_770fab92-2402-4c42-8e72-32cfbe35c23b,52372-0770,52372-0770-3,5000 g in 1 CONTAINER (52372-0770-3)
52372-0771_af742382-e1f1-46fc-9e7e-618fac121924,52372-0771,52372-0771-1,5 g in 1 CONTAINER (52372-0771-1)
52372-0771_af742382-e1f1-46fc-9e7e-618fac121924,52372-0771,52372-0771-2,25 g in 1 CONTAINER (52372-0771-2)
52372-0771_af742382-e1f1-46fc-9e7e-618fac121924,52372-0771,52372-0771-3,100 g in 1 CONTAINER (52372-0771-3)
52372-0772_ab5e697a-69d6-4b12-a1e1-a17b59f5ed43,52372-0772,52372-0772-1,100 g in 1 CONTAINER (52372-0772-1)
52372-0772_ab5e697a-69d6-4b12-a1e1-a17b59f5ed43,52372-0772,52372-0772-2,500 g in 1 CONTAINER (52372-0772-2)
52372-0773_ee23387c-6eb3-4d32-92d5-7e7b524709d2,52372-0773,52372-0773-1,10 g in 1 CONTAINER (52372-0773-1)
52372-0773_ee23387c-6eb3-4d32-92d5-7e7b524709d2,52372-0773,52372-0773-2,100 g in 1 CONTAINER (52372-0773-2)
52372-0773_ee23387c-6eb3-4d32-92d5-7e7b524709d2,52372-0773,52372-0773-3,500 g in 1 CONTAINER (52372-0773-3)
52372-0780_79d51461-c047-4c96-89e9-205aba7d2bc5,52372-0780,52372-0780-1,500 g in 1 CONTAINER (52372-0780-1)
52372-0780_79d51461-c047-4c96-89e9-205aba7d2bc5,52372-0780,52372-0780-2,2000 g in 1 CONTAINER (52372-0780-2)
52372-0782_b474137f-1027-4d04-85d7-d8897ea9a326,52372-0782,52372-0782-1,100 g in 1 CONTAINER (52372-0782-1)
52372-0782_b474137f-1027-4d04-85d7-d8897ea9a326,52372-0782,52372-0782-2,500 g in 1 CONTAINER (52372-0782-2)
52372-0784_797bfff9-1c18-46d0-92a7-c02f7a93ed17,52372-0784,52372-0784-1,1 g in 1 CONTAINER (52372-0784-1)
52372-0784_797bfff9-1c18-46d0-92a7-c02f7a93ed17,52372-0784,52372-0784-2,5 g in 1 CONTAINER (52372-0784-2)
52372-0785_9d8b8202-7062-43cd-9eb0-b2371f6333af,52372-0785,52372-0785-1,25 g in 1 CONTAINER (52372-0785-1)
52372-0785_9d8b8202-7062-43cd-9eb0-b2371f6333af,52372-0785,52372-0785-2,100 g in 1 CONTAINER (52372-0785-2)
52372-0785_9d8b8202-7062-43cd-9eb0-b2371f6333af,52372-0785,52372-0785-3,1000 g in 1 CONTAINER (52372-0785-3)
52372-0787_34717f7c-65eb-4fc2-b559-143572c14c46,52372-0787,52372-0787-1,1000 g in 1 CONTAINER (52372-0787-1)
52372-0787_34717f7c-65eb-4fc2-b559-143572c14c46,52372-0787,52372-0787-2,1 g in 1 CONTAINER (52372-0787-2)
52372-0787_34717f7c-65eb-4fc2-b559-143572c14c46,52372-0787,52372-0787-3,5 g in 1 CONTAINER (52372-0787-3)
52372-0787_34717f7c-65eb-4fc2-b559-143572c14c46,52372-0787,52372-0787-4,25 g in 1 CONTAINER (52372-0787-4)
52372-0787_34717f7c-65eb-4fc2-b559-143572c14c46,52372-0787,52372-0787-5,100 g in 1 CONTAINER (52372-0787-5)
52372-0792_668eff6f-0941-4dc2-90fd-16ea07b17d82,52372-0792,52372-0792-1,5 g in 1 CONTAINER (52372-0792-1)
52372-0792_668eff6f-0941-4dc2-90fd-16ea07b17d82,52372-0792,52372-0792-2,25 g in 1 CONTAINER (52372-0792-2)
52372-0792_668eff6f-0941-4dc2-90fd-16ea07b17d82,52372-0792,52372-0792-3,100 g in 1 CONTAINER (52372-0792-3)
52372-0792_668eff6f-0941-4dc2-90fd-16ea07b17d82,52372-0792,52372-0792-4,1000 g in 1 CONTAINER (52372-0792-4)
52372-0793_eefee43f-f117-480c-a3f9-6681423c3c1c,52372-0793,52372-0793-1,5 g in 1 CONTAINER (52372-0793-1)
52372-0793_eefee43f-f117-480c-a3f9-6681423c3c1c,52372-0793,52372-0793-2,25 g in 1 CONTAINER (52372-0793-2)
52372-0793_eefee43f-f117-480c-a3f9-6681423c3c1c,52372-0793,52372-0793-3,100 g in 1 CONTAINER (52372-0793-3)
52372-0794_95559ff5-851e-476a-a94a-ee28865c28fe,52372-0794,52372-0794-1,500 g in 1 CONTAINER (52372-0794-1)
52372-0795_3dd52a73-3b00-4995-af25-cf079c3f154d,52372-0795,52372-0795-1,5 g in 1 CONTAINER (52372-0795-1)
52372-0795_3dd52a73-3b00-4995-af25-cf079c3f154d,52372-0795,52372-0795-2,25 g in 1 CONTAINER (52372-0795-2)
52372-0795_3dd52a73-3b00-4995-af25-cf079c3f154d,52372-0795,52372-0795-3,100 g in 1 CONTAINER (52372-0795-3)
52372-0795_3dd52a73-3b00-4995-af25-cf079c3f154d,52372-0795,52372-0795-4,1 g in 1 CONTAINER (52372-0795-4)
52372-0796_c07c8c67-5851-45aa-b794-9fb4896c2003,52372-0796,52372-0796-1,5 g in 1 CONTAINER (52372-0796-1)
52372-0796_c07c8c67-5851-45aa-b794-9fb4896c2003,52372-0796,52372-0796-2,25 g in 1 CONTAINER (52372-0796-2)
52372-0796_c07c8c67-5851-45aa-b794-9fb4896c2003,52372-0796,52372-0796-3,1 g in 1 CONTAINER (52372-0796-3)
52372-0797_646ccd72-7fb2-48ee-9d57-1789556432f5,52372-0797,52372-0797-1,1000 g in 1 CONTAINER (52372-0797-1)
52372-0798_f50601d6-c788-4019-8fb6-2d7a65fdaf96,52372-0798,52372-0798-1,1 g in 1 CONTAINER (52372-0798-1)
52372-0798_f50601d6-c788-4019-8fb6-2d7a65fdaf96,52372-0798,52372-0798-2,5 g in 1 CONTAINER (52372-0798-2)
52372-0798_f50601d6-c788-4019-8fb6-2d7a65fdaf96,52372-0798,52372-0798-3,25 g in 1 CONTAINER (52372-0798-3)
52372-0798_f50601d6-c788-4019-8fb6-2d7a65fdaf96,52372-0798,52372-0798-4,100 g in 1 CONTAINER (52372-0798-4)
52372-0803_61043f08-9d3b-45f1-ad55-5443f0cd33d7,52372-0803,52372-0803-1,25 g in 1 CONTAINER (52372-0803-1)
52372-0803_61043f08-9d3b-45f1-ad55-5443f0cd33d7,52372-0803,52372-0803-2,100 g in 1 CONTAINER (52372-0803-2)
52372-0803_61043f08-9d3b-45f1-ad55-5443f0cd33d7,52372-0803,52372-0803-3,1000 g in 1 CONTAINER (52372-0803-3)
52372-0804_288823e1-a008-4950-9875-8ad6e0f69476,52372-0804,52372-0804-1,25 g in 1 CONTAINER (52372-0804-1)
52372-0804_288823e1-a008-4950-9875-8ad6e0f69476,52372-0804,52372-0804-2,100 g in 1 CONTAINER (52372-0804-2)
52372-0804_288823e1-a008-4950-9875-8ad6e0f69476,52372-0804,52372-0804-3,500 g in 1 CONTAINER (52372-0804-3)
52372-0804_288823e1-a008-4950-9875-8ad6e0f69476,52372-0804,52372-0804-4,5 g in 1 CONTAINER (52372-0804-4)
52372-0805_f1a97ef2-1e13-41fb-8851-5c16749416e8,52372-0805,52372-0805-1,5 g in 1 CONTAINER (52372-0805-1)
52372-0805_f1a97ef2-1e13-41fb-8851-5c16749416e8,52372-0805,52372-0805-2,25 g in 1 CONTAINER (52372-0805-2)
52372-0805_f1a97ef2-1e13-41fb-8851-5c16749416e8,52372-0805,52372-0805-3,100 g in 1 CONTAINER (52372-0805-3)
52372-0805_f1a97ef2-1e13-41fb-8851-5c16749416e8,52372-0805,52372-0805-4,1000 g in 1 CONTAINER (52372-0805-4)
52372-0811_70407e15-0a78-48da-8936-87c9f1906ea9,52372-0811,52372-0811-1,25 g in 1 CONTAINER (52372-0811-1)
52372-0811_70407e15-0a78-48da-8936-87c9f1906ea9,52372-0811,52372-0811-2,100 g in 1 CONTAINER (52372-0811-2)
52372-0811_70407e15-0a78-48da-8936-87c9f1906ea9,52372-0811,52372-0811-3,500 g in 1 CONTAINER (52372-0811-3)
52372-0811_70407e15-0a78-48da-8936-87c9f1906ea9,52372-0811,52372-0811-4,5 g in 1 CONTAINER (52372-0811-4)
52372-0814_88078983-2434-4aea-9c02-9a25f12681ab,52372-0814,52372-0814-1,25 g in 1 CONTAINER (52372-0814-1)
52372-0814_88078983-2434-4aea-9c02-9a25f12681ab,52372-0814,52372-0814-2,100 g in 1 CONTAINER (52372-0814-2)
52372-0814_88078983-2434-4aea-9c02-9a25f12681ab,52372-0814,52372-0814-3,500 g in 1 CONTAINER (52372-0814-3)
52372-0814_88078983-2434-4aea-9c02-9a25f12681ab,52372-0814,52372-0814-4,1000 g in 1 CONTAINER (52372-0814-4)
52372-0814_88078983-2434-4aea-9c02-9a25f12681ab,52372-0814,52372-0814-5,1 g in 1 CONTAINER (52372-0814-5)
52372-0814_88078983-2434-4aea-9c02-9a25f12681ab,52372-0814,52372-0814-6,5 g in 1 CONTAINER (52372-0814-6)
52372-0818_be7707ca-b12a-4362-9b60-1d67dbe63687,52372-0818,52372-0818-1,100 g in 1 CONTAINER (52372-0818-1)
52372-0818_be7707ca-b12a-4362-9b60-1d67dbe63687,52372-0818,52372-0818-2,25 g in 1 CONTAINER (52372-0818-2)
52372-0818_be7707ca-b12a-4362-9b60-1d67dbe63687,52372-0818,52372-0818-3,5 g in 1 CONTAINER (52372-0818-3)
52372-0821_2f33bd55-1e87-402c-9663-8e2f3cec12cd,52372-0821,52372-0821-1,25 g in 1 CONTAINER (52372-0821-1)
52372-0821_2f33bd55-1e87-402c-9663-8e2f3cec12cd,52372-0821,52372-0821-2,100 g in 1 CONTAINER (52372-0821-2)
52372-0821_2f33bd55-1e87-402c-9663-8e2f3cec12cd,52372-0821,52372-0821-3,500 g in 1 CONTAINER (52372-0821-3)
52372-0821_2f33bd55-1e87-402c-9663-8e2f3cec12cd,52372-0821,52372-0821-4,1000 g in 1 CONTAINER (52372-0821-4)
52372-0821_2f33bd55-1e87-402c-9663-8e2f3cec12cd,52372-0821,52372-0821-5,5 g in 1 CONTAINER (52372-0821-5)
52372-0821_2f33bd55-1e87-402c-9663-8e2f3cec12cd,52372-0821,52372-0821-6,2500 g in 1 CONTAINER (52372-0821-6)
52372-0822_b04bd58f-0a8f-4a7c-a8d1-1ba08ae03475,52372-0822,52372-0822-1,100 g in 1 CONTAINER (52372-0822-1)
52372-0822_b04bd58f-0a8f-4a7c-a8d1-1ba08ae03475,52372-0822,52372-0822-2,500 g in 1 CONTAINER (52372-0822-2)
52372-0822_b04bd58f-0a8f-4a7c-a8d1-1ba08ae03475,52372-0822,52372-0822-3,1000 g in 1 CONTAINER (52372-0822-3)
52372-0822_b04bd58f-0a8f-4a7c-a8d1-1ba08ae03475,52372-0822,52372-0822-4,5000 g in 1 CONTAINER (52372-0822-4)
52372-0822_b04bd58f-0a8f-4a7c-a8d1-1ba08ae03475,52372-0822,52372-0822-5,5 g in 1 CONTAINER (52372-0822-5)
52372-0822_b04bd58f-0a8f-4a7c-a8d1-1ba08ae03475,52372-0822,52372-0822-6,25 g in 1 CONTAINER (52372-0822-6)
52372-0823_de2adc38-c9d6-4bb7-8a50-94079dca4bac,52372-0823,52372-0823-1,500 g in 1 CONTAINER (52372-0823-1)
52372-0823_de2adc38-c9d6-4bb7-8a50-94079dca4bac,52372-0823,52372-0823-2,1000 g in 1 CONTAINER (52372-0823-2)
52372-0830_b4062251-9b34-43fc-a2e8-dc5501138447,52372-0830,52372-0830-4,25 g in 1 CONTAINER (52372-0830-4)
52372-0831_72afa944-19eb-45f3-a0de-ccd055869ee2,52372-0831,52372-0831-1,25 g in 1 CONTAINER (52372-0831-1)
52372-0831_72afa944-19eb-45f3-a0de-ccd055869ee2,52372-0831,52372-0831-2,100 g in 1 CONTAINER (52372-0831-2)
52372-0831_72afa944-19eb-45f3-a0de-ccd055869ee2,52372-0831,52372-0831-3,1000 g in 1 CONTAINER (52372-0831-3)
52372-0832_11c8685a-8b94-4c90-b856-e6b4e6e097d8,52372-0832,52372-0832-1,.5 g in 1 CONTAINER (52372-0832-1)
52372-0832_11c8685a-8b94-4c90-b856-e6b4e6e097d8,52372-0832,52372-0832-2,1 g in 1 CONTAINER (52372-0832-2)
52372-0832_11c8685a-8b94-4c90-b856-e6b4e6e097d8,52372-0832,52372-0832-3,5 g in 1 CONTAINER (52372-0832-3)
52372-0838_c421607a-595f-4063-9c2f-d2183b998877,52372-0838,52372-0838-1,10 g in 1 CONTAINER (52372-0838-1)
52372-0838_c421607a-595f-4063-9c2f-d2183b998877,52372-0838,52372-0838-2,25 g in 1 CONTAINER (52372-0838-2)
52372-0838_c421607a-595f-4063-9c2f-d2183b998877,52372-0838,52372-0838-3,100 g in 1 CONTAINER (52372-0838-3)
52372-0838_c421607a-595f-4063-9c2f-d2183b998877,52372-0838,52372-0838-4,1000 g in 1 CONTAINER (52372-0838-4)
52372-0839_15423733-85a4-439e-9c69-185c8e6794ee,52372-0839,52372-0839-1,5 g in 1 CONTAINER (52372-0839-1)
52372-0839_15423733-85a4-439e-9c69-185c8e6794ee,52372-0839,52372-0839-2,25 g in 1 CONTAINER (52372-0839-2)
52372-0839_15423733-85a4-439e-9c69-185c8e6794ee,52372-0839,52372-0839-3,100 g in 1 CONTAINER (52372-0839-3)
52372-0839_15423733-85a4-439e-9c69-185c8e6794ee,52372-0839,52372-0839-4,500 g in 1 CONTAINER (52372-0839-4)
